id,name,age,score
432423,Name96443,42,92.33790920885299
219298,Name43207,32,64.56345413488421
399434,Name9961,58,17.457566796301084
,Name51925,invalid,86.77968051831259
529721,Name2702,41,32.61842243331562
632353,Name86476,46,7.025761090636495
,Name93471,invalid,5.16991536284459
143911,Name27868,77,12.114476785045847
,Name37607,invalid,29.982788588847054
398278,Name30608,44,91.23102210614083
879685,Name28147,58,62.301948995842274
295279,Name76406,30,12.808042898415795
570332,Name47400,37,84.44959896689083
357041,Name41795,70,33.68613441392432
473330,Name32466,85,58.27247845672993
212236,Name41481,50,74.92326732820726
,Name63549,invalid,23.645820272671248
404289,Name23762,37,28.363460786514427
413701,Name42090,56,73.97381449916254
351863,Name37742,50,87.7222702877591
,Name72808,invalid,71.63467580698476
153492,Name82634,81,71.76592529616657
229044,Name10916,57,1.0060212637601929
,Name27004,invalid,98.30203238825013
189828,Name12294,65,16.979172612907313
685515,Name48165,71,4.570439897782297
,Name21579,invalid,21.652792464061587
,Name76604,invalid,19.65119525016177
335452,Name42617,36,96.07478030429762
842212,Name94371,86,75.03689209946901
160007,Name79268,66,45.98677177278706
561603,Name54605,64,39.37226082038959
142754,Name34982,19,75.03159603275449
242517,Name1360,43,53.88298602065643
593443,Name19005,66,7.13883733120162
,Name41859,invalid,5.576647528186774
792294,Name58212,35,12.278849305572626
691838,Name36338,54,47.27026283724934
239413,Name40639,77,76.7637617274684
500239,Name38597,38,96.61386945121004
216457,Name60486,18,68.1571156991564
537565,Name12842,53,33.13207148243917
886507,Name50729,36,17.163887459646787
158168,Name18729,78,65.08473293510487
,Name530,invalid,64.47752683956082
,Name93651,invalid,74.55733242935294
775388,Name28473,54,12.096516791114798
869412,Name99752,81,91.22433362967952
992308,Name50843,33,5.538277728839591
155113,Name82432,58,44.85075355656668
,Name49742,invalid,85.95859213519232
227502,Name10028,46,74.42292335355131
956689,Name91279,45,52.580778825220605
706920,Name19713,54,5.96079403463341
208604,Name922,64,20.40117010002086
287973,Name53086,50,83.4371845526745
,Name3289,invalid,3.755962895029452
458359,Name13651,73,77.42904092169353
272802,Name35423,36,10.650278945259128
293825,Name73744,84,97.63322408414943
300686,Name9993,22,30.043143053522282
521117,Name4125,62,86.40910273840109
,Name32157,invalid,63.021119259980075
,Name17951,invalid,49.68857797480223
143838,Name57280,61,90.94702435303546
405224,Name58827,42,96.25674539909976
887472,Name27252,46,63.24313092324817
427830,Name91464,24,82.15437538064727
666044,Name30075,35,10.948070216218863
429973,Name11057,85,81.89843575602677
579512,Name30158,55,73.46685893344741
,Name10725,invalid,17.33139093884526
864732,Name17269,60,29.65247525132313
425138,Name84264,31,69.54378343610787
786361,Name76926,32,4.586904159802241
868303,Name38016,77,39.501466839177844
606760,Name20605,81,83.07431646406033
808771,Name94834,77,92.49924069854632
521728,Name93161,44,96.4243152993609
321482,Name71629,83,85.88306787902644
638403,Name85056,60,37.97467244116223
,Name30768,invalid,75.55970079704336
150745,Name79707,41,55.54490219614768
,Name43239,invalid,43.8621748106912
732538,Name75614,72,93.10389817046371
467081,Name71907,76,24.291594368517146
,Name76498,invalid,62.03856390620097
421307,Name74781,80,25.419107452379187
966248,Name37353,88,35.56287716315543
142531,Name81703,19,82.40293599274902
744361,Name71674,75,24.257420959126208
266732,Name94265,41,2.491141313940559
406088,Name72419,68,67.62067700516367
929066,Name98652,80,74.05517369580078
539574,Name81236,54,30.267099316267675
,Name32303,invalid,25.184537526838934
534036,Name47270,80,37.01232399302484
836916,Name5636,84,7.1149749519625605
206709,Name65298,66,4.617422588978981
,Name55784,invalid,35.29576083672347
680136,Name36465,33,47.06523606908858
511108,Name40409,45,94.60724741622312
991857,Name45972,47,17.327418858483355
728971,Name18909,81,11.076163810423022
156957,Name54333,21,83.34432110407816
553277,Name1509,26,70.90329835410449
595256,Name84938,21,57.497477969331314
719032,Name13056,61,48.16541470628146
990515,Name44548,38,33.06456983194413
640809,Name55423,22,76.60153801399142
420205,Name7828,32,18.48734495814448
471057,Name23375,82,95.79868579759318
100797,Name29502,86,78.63016924177656
462334,Name70307,70,27.76425936894865
878556,Name49233,59,49.9792054623061
698447,Name25596,66,49.163915423573
173546,Name31093,76,20.0527017618237
299352,Name52763,60,58.4309044497182
,Name22458,invalid,74.74601905638546
550700,Name38936,29,43.00568193598519
853786,Name56542,56,40.770895054712895
212955,Name55432,79,15.14076242164084
939470,Name26222,82,2.539391464692342
252476,Name91971,36,62.715504255328426
,Name23174,invalid,35.685009993947304
138822,Name22757,32,34.28320715038302
758471,Name19523,65,39.08761090075651
,Name40931,invalid,48.769812033384575
874408,Name17237,33,52.664313786471006
587387,Name90148,77,79.71561593203691
322358,Name48192,38,69.18566704565254
893442,Name99497,52,37.82633663045139
553588,Name35051,86,76.74556731199841
301292,Name67921,32,92.15552625322391
318035,Name68461,43,63.671341871428545
901988,Name1900,85,85.9126553412853
,Name82484,invalid,71.87834242007298
263881,Name31904,41,85.61611474851074
,Name9622,invalid,59.58611108184907
985907,Name35326,18,44.56826612708055
632457,Name73520,44,79.05100259471295
613683,Name3045,34,97.59497533831153
893065,Name21534,66,49.71921520714556
115117,Name49555,31,56.52914368241141
,Name10951,invalid,21.68113312055184
621035,Name22416,79,39.226609681199456
,Name29482,invalid,47.588757090641174
965545,Name21734,44,59.21656273346427
301013,Name66473,27,74.75018747200389
880069,Name27647,60,37.16423345591336
865456,Name6601,83,19.645220405455056
954264,Name59255,49,18.96348776940919
,Name88251,invalid,56.602834811651306
280888,Name26226,60,65.29017240440106
627906,Name18176,71,20.2249575936453
594135,Name47233,88,45.5353833624641
433745,Name95338,56,8.938424295040726
920699,Name88802,43,60.95553131131417
325428,Name37565,29,78.03235860106713
835638,Name26871,82,49.678399724289854
128382,Name48329,77,40.166568998014384
,Name20900,invalid,85.18439538569507
860451,Name38676,60,68.3637576399116
325322,Name1221,21,26.68556231295389
,Name92244,invalid,5.505690404680386
610284,Name78573,48,51.56063777749399
,Name48996,invalid,83.69097018180919
939968,Name28968,44,37.314770649776776
147500,Name49648,46,0.1498868319123714
,Name74822,invalid,94.04525573756692
,Name71424,invalid,87.54555991627588
328463,Name27425,78,45.31955916085156
770998,Name9478,73,50.21305979252932
,Name18993,invalid,5.84358877650657
234150,Name17791,84,43.92033608484874
,Name82913,invalid,16.29600059119898
795242,Name48081,22,0.090756925768265
832520,Name47218,70,95.69995177957716
284710,Name60849,88,51.41629618699227
506906,Name79254,35,22.552830945746884
893212,Name28134,47,43.52392363159879
,Name46081,invalid,85.51613930308064
550181,Name68619,41,76.49538239615006
193484,Name72201,55,53.8636314938628
,Name86205,invalid,36.25917159709587
983246,Name76147,37,37.54345637391779
674693,Name92493,63,25.209945068012896
525841,Name28128,58,40.113523407230524
,Name24147,invalid,54.80658864524697
520542,Name74495,73,62.11130026043238
569823,Name87903,51,34.02754533449299
790948,Name3595,67,88.90227596842625
475298,Name13339,84,0.27753400818212315
,Name14978,invalid,12.408097565032882
559950,Name53355,68,46.22590434958072
184292,Name6680,45,29.188560770294313
,Name6539,invalid,64.25836664477553
720384,Name79812,55,28.37453094250233
686930,Name9504,28,90.7667121629053
778452,Name16041,31,54.5684987430307
446062,Name53632,85,75.35018533911504
385314,Name84221,61,14.83813526504446
555559,Name76883,66,76.65121900282033
533453,Name11578,36,30.778979820816886
673729,Name35362,77,74.35560421371419
995907,Name40705,83,64.08012575597772
,Name44739,invalid,40.928289139318096
855932,Name7292,86,19.91361600755256
235665,Name24025,85,6.569833769161626
582289,Name32468,58,87.75174204505771
142258,Name30462,20,18.47758999786848
,Name92807,invalid,80.60202256990743
527792,Name75975,19,97.18782882016569
960284,Name83025,40,66.58185856737335
273033,Name28506,20,34.35268566151044
141423,Name84283,88,50.99323560504941
312695,Name64999,33,20.4052054287456
,Name87201,invalid,24.703160676146673
287975,Name1762,45,33.4972138204541
662345,Name26061,75,22.91819320333417
140629,Name26936,65,76.37610661972496
648706,Name64403,79,29.552964918168268
554905,Name32790,71,69.86606587915432
899080,Name22479,76,5.076628205445754
804983,Name32120,45,18.689341362585377
580047,Name65709,41,91.27316410465836
180383,Name41831,30,88.99842184900761
,Name84413,invalid,38.486399042682905
180915,Name43255,51,68.04777763459062
,Name6032,invalid,3.558088159066175
439646,Name51209,59,93.13894636659732
704511,Name23949,31,28.468261411448125
922871,Name22765,60,78.20258428399315
,Name3482,invalid,82.31946562844492
366839,Name13796,69,71.32426309255673
374892,Name43795,38,25.839247436475453
,Name16304,invalid,2.564329224665629
797251,Name85316,30,25.672700606965027
422555,Name12654,49,68.6423519862407
694018,Name34759,22,93.86109029672967
794105,Name46549,70,51.159175116980016
399504,Name10331,76,35.05812678675895
946243,Name47522,30,57.42720977810247
377489,Name40437,58,23.558175029767202
,Name70941,invalid,73.4285440289698
600020,Name90797,68,37.68083287497639
905768,Name15412,42,38.41789574471082
967221,Name46975,50,12.712414129291073
169249,Name26541,25,70.17228343712489
861626,Name42587,25,31.91088843570783
,Name46209,invalid,8.074129650981742
209942,Name12557,37,85.66610999707893
613682,Name90414,48,78.18504650145401
,Name14815,invalid,16.753221975112865
454118,Name53925,78,38.81308829630515
535212,Name57677,51,34.253648768053914
455395,Name77362,77,65.13525758371163
,Name57412,invalid,59.46308882945296
209829,Name4433,34,50.09754652599837
,Name24209,invalid,0.9626736029162419
,Name90734,invalid,2.373142755897395
500361,Name65772,29,94.43453596935714
206350,Name73733,73,76.07138091858936
893982,Name17782,72,68.27449887321819
664801,Name80963,23,66.46801357224184
841454,Name20653,29,11.755293110152842
383386,Name58766,35,96.02599367094217
482869,Name281,49,95.72284697048156
522020,Name44060,41,55.704333585157215
164928,Name23956,81,41.77212194233192
334461,Name55474,30,16.158864005764052
812398,Name83290,31,31.268049383637862
130211,Name36863,24,77.26693803331439
501490,Name69471,34,7.374464044568974
616388,Name18719,76,64.3575049481138
404228,Name76747,54,2.914299003972365
654474,Name95212,86,64.6934698728417
,Name74228,invalid,59.08197417775115
189278,Name99767,21,86.4872307977404
,Name38871,invalid,54.981693990671396
245488,Name41659,50,83.03731890193234
304962,Name25625,84,11.958599641773226
570800,Name6905,78,98.28696812496489
234270,Name40855,88,3.286561430117929
564989,Name58735,82,27.015857187792225
877749,Name26380,88,78.82574748160775
,Name80413,invalid,7.487304707115017
,Name50860,invalid,30.835110804182264
829519,Name25865,55,4.92431226525607
967941,Name56058,24,74.65068110740077
133301,Name95694,41,49.231130406153156
,Name86242,invalid,55.225455348245745
812126,Name11352,57,90.71652688107935
,Name20043,invalid,95.936620137695
999665,Name57149,67,17.58820825417623
635178,Name52858,56,64.82298064825012
779544,Name7296,57,95.80098981112086
,Name5395,invalid,37.64413181995238
765368,Name15715,39,60.689216794946944
968169,Name52658,61,20.282479895115323
,Name69742,invalid,22.243370742297365
243355,Name50143,62,36.14831426481139
537593,Name94013,50,23.27015489488501
995760,Name38528,54,13.30663247610795
,Name19437,invalid,92.50939309258155
708923,Name69209,77,4.212790203036976
259160,Name20576,44,99.9291270903833
895602,Name47028,84,51.83123219328327
162135,Name44411,24,74.80996878676724
882811,Name60422,37,47.18166217639218
724952,Name61208,64,63.4226368904817
456612,Name36089,70,77.56313658158591
535398,Name81242,27,11.870382852789307
914005,Name39601,44,31.76722298629101
895252,Name99600,41,76.22299624629864
757266,Name52211,67,65.7162688698723
555083,Name95392,66,75.7231762125366
852676,Name31353,64,30.024775048668417
380885,Name16002,85,35.69346663840651
903330,Name3447,42,13.734426657566434
720071,Name67656,48,15.269898416500515
566159,Name48740,28,13.601108818935636
925046,Name43987,40,45.55760071288605
,Name34358,invalid,79.30784421070017
598280,Name81727,74,96.50641058910155
,Name34588,invalid,78.54899154206213
,Name72483,invalid,52.27407540596204
911043,Name33531,57,27.13040128830151
951089,Name31977,29,35.74550816307871
951724,Name84372,86,17.863428395476678
102482,Name15497,33,61.68708709500537
911386,Name87963,34,58.913627177485075
875332,Name47623,39,41.465317977467684
890790,Name79131,56,48.91408496149767
309763,Name18757,32,50.865070111097076
,Name94467,invalid,30.043557850011503
551493,Name91133,45,56.96995136208428
343873,Name72431,35,86.06794215620023
,Name83518,invalid,69.74554647789361
,Name3944,invalid,54.83612909822261
255719,Name52313,46,29.49356906154289
395393,Name41730,57,78.54207729088678
,Name98358,invalid,84.11929836741922
339753,Name84932,19,49.405224060933165
141756,Name26472,34,25.49083496363074
205054,Name69758,63,79.26241840322345
761757,Name83600,70,40.97932423022499
526696,Name59105,66,84.64257522498256
,Name99618,invalid,76.25133402193659
,Name24864,invalid,69.41802120208942
751587,Name39909,52,73.3367364841531
213931,Name19898,72,77.9523978566808
326521,Name6753,18,53.98967733966658
481388,Name84449,32,50.584514646790524
476215,Name37228,62,49.824239485863096
,Name41394,invalid,57.732736530120235
421980,Name2037,46,88.51397745223315
,Name59961,invalid,42.52465264543923
138980,Name84955,52,60.09369658950535
537569,Name33016,76,58.623645305058936
204198,Name58622,25,9.552899367998712
663385,Name43005,52,39.335381301323544
931566,Name98825,57,85.23751712304148
526851,Name87478,69,45.76639545417257
519270,Name79109,22,98.49512799844926
515581,Name48941,35,71.78501298174127
604183,Name36119,40,67.24118957989367
,Name43913,invalid,4.064078651422687
275588,Name93224,68,27.54460842200468
243167,Name44869,27,44.31305806287131
493475,Name17253,40,80.17828340498643
156480,Name41701,24,6.156772126203103
,Name35825,invalid,63.49311249862518
130579,Name10457,22,47.7405784876481
798982,Name1069,49,41.92194213361668
371386,Name49323,42,74.31528859418918
462095,Name1644,86,72.86247719542862
600196,Name76440,85,87.06085016898079
,Name90512,invalid,96.95920138805594
138738,Name49830,28,62.4585086310081
388706,Name49743,21,57.962094293410956
244304,Name34586,56,28.13657298573218
828818,Name55017,87,86.01359895700591
926530,Name17078,54,31.21853506464396
882385,Name95885,38,40.820746943666094
761191,Name19129,50,55.755472806508735
199431,Name89974,88,57.1165513428775
956556,Name62117,49,55.2836182664459
892612,Name32798,79,59.68638996416432
,Name26020,invalid,73.14873233877194
,Name14510,invalid,97.94860142651586
583476,Name64295,54,82.3877154722385
813132,Name27847,41,26.320928875330495
179278,Name14950,40,12.062393287668783
148372,Name62292,77,36.12781655386722
,Name31692,invalid,59.45633223530334
971507,Name82769,19,38.397706695713275
923732,Name7725,70,2.823760156285926
868955,Name37920,42,32.48944890423709
112197,Name34119,83,67.40742424347293
,Name62182,invalid,71.96523797650146
599097,Name5616,30,64.06410782286721
753086,Name82474,71,71.81712266519439
479892,Name60638,51,27.241959031859174
538119,Name71186,51,43.16370933987859
,Name56210,invalid,40.006844526457556
107126,Name2631,85,81.04626122946681
701435,Name30718,40,76.86123891927883
902814,Name83460,89,39.10354935137686
956387,Name86089,54,72.88488389221483
422288,Name28179,72,10.738889488932701
,Name82363,invalid,1.6944911275387997
982895,Name15122,39,93.0005052954675
760023,Name23244,30,29.16688519691999
492475,Name81231,80,84.57421481845533
207838,Name38551,37,1.6748897657630435
956518,Name43818,44,22.593741857757955
628191,Name74453,38,34.60228993064622
106779,Name5629,24,6.892256672047459
433799,Name91551,44,20.343793227974217
169369,Name84187,54,2.2247111868957115
,Name89897,invalid,7.641358646611696
616982,Name12252,44,65.87710311654581
793271,Name59026,42,62.665723919643845
802254,Name84026,46,11.231796989810029
801020,Name46983,81,93.79359984538611
793592,Name82964,53,47.420614077068905
853374,Name17567,77,83.43349180070146
879675,Name93759,46,23.202803765669756
390263,Name88159,83,48.26106259713394
257892,Name6101,35,29.80100914811964
,Name69948,invalid,44.19935956057822
738983,Name32972,19,74.99049775164163
,Name30681,invalid,15.304527731857508
500512,Name96936,48,50.7995116162616
287914,Name28363,76,9.060135520197576
871064,Name19070,42,18.900972723129428
455959,Name22296,42,6.729195546662203
674384,Name68766,79,73.89049720436321
323606,Name34484,74,91.93249871202286
799633,Name85260,21,24.517645803921752
786687,Name2654,44,6.516137317498327
406230,Name28219,27,7.281168791680992
451082,Name53419,69,62.40254315703577
994460,Name22640,20,40.37790735135736
,Name67455,invalid,20.967051384931324
579920,Name77508,85,92.92810315075926
800230,Name60833,63,23.97851891291971
454817,Name37670,56,31.928570008972656
979250,Name9996,45,65.00513519448099
565708,Name29233,85,6.74566953941651
,Name10939,invalid,94.71057418036088
943385,Name57069,83,73.71510065866909
837830,Name80714,36,61.762260827977386
942540,Name99581,76,41.53906449846012
,Name61935,invalid,35.04931676119111
994328,Name76008,33,52.213008529341934
,Name23020,invalid,12.334669463832837
275614,Name79318,73,77.13576529559329
,Name91319,invalid,31.87360559598078
785225,Name98179,47,33.84056892588914
584370,Name25814,51,20.475965288381726
360815,Name62806,63,3.8991313260727356
305576,Name50971,69,2.276925812625452
541637,Name7237,42,6.1164909263892735
521494,Name14512,55,36.07810463446176
320150,Name84961,23,73.62525558785626
228704,Name12753,48,93.48730802756565
665571,Name57845,25,81.85261647446237
900194,Name99870,78,75.46885257835699
922228,Name23584,88,88.84544960663996
649234,Name36382,62,22.503789839243282
577461,Name95152,71,27.380223780313628
,Name4319,invalid,11.319954911532637
,Name97463,invalid,99.97507979401507
,Name15824,invalid,34.38302743352729
419580,Name9860,49,49.34965948925386
697585,Name63227,54,26.39089505342458
938716,Name56975,53,6.502551847651161
219907,Name69856,82,86.64355303497949
531809,Name79586,19,32.64981986311744
136943,Name45855,60,38.94436993643362
926930,Name59275,67,22.95009002057331
768092,Name5410,75,88.93876023900631
689395,Name81532,52,29.419839639589274
996649,Name45327,28,72.91043131542267
698492,Name32137,58,52.31224685242515
,Name56018,invalid,12.285445338838297
949310,Name16968,62,85.51025309434056
264111,Name92501,34,3.619982082174922
315270,Name56701,25,28.471902688804807
126243,Name95135,58,25.02353735588362
615200,Name61287,78,51.17053045663019
898904,Name54475,43,43.70487670689614
,Name82205,invalid,31.002208221153825
105742,Name52269,81,98.03713720154744
665679,Name16540,34,77.93382653518202
551703,Name11019,60,67.0812917700991
,Name16639,invalid,60.982471631900445
653290,Name29505,41,15.774852868684697
162800,Name72128,47,75.82334206352421
610887,Name7964,28,39.23020302948244
255978,Name81253,20,80.49496362961554
460652,Name56537,89,62.576024992147204
383167,Name87734,87,65.08661872370003
,Name72277,invalid,87.22245566740014
,Name33131,invalid,89.21624918514301
128908,Name40377,32,46.80209461084471
364075,Name59078,57,72.82828245755607
237087,Name23822,50,55.22204893806818
797759,Name50543,51,61.31010346349826
,Name1525,invalid,56.25580144359474
142916,Name83480,47,9.763250743107898
320203,Name87252,28,97.88550886940409
641194,Name79814,19,56.158119279206254
142316,Name8856,48,41.39956700009928
637569,Name36165,22,39.18598056305617
425418,Name40498,84,21.430294379885183
345962,Name60682,31,53.013237132332534
347529,Name48959,39,58.16708034938881
623446,Name70595,88,15.179852394444126
155209,Name60379,84,86.7724583760315
836952,Name22523,28,26.533493760037853
186671,Name64966,57,10.19817731001048
971116,Name20097,25,26.243194278792025
302831,Name25424,64,7.164642219747019
265024,Name78154,85,25.33536822111372
438261,Name58123,89,96.80089735320756
,Name80128,invalid,64.16134435917998
616982,Name65141,20,54.27293201177176
937254,Name17896,49,93.8626207345439
653594,Name23058,23,94.15693065487498
943576,Name97826,73,53.13770311238986
892417,Name89700,52,77.25179079578315
238335,Name99923,43,32.05185491178925
,Name47013,invalid,61.88150031816377
633999,Name32113,58,5.79573605287843
393569,Name67089,21,52.42315100118542
924628,Name75631,81,10.574290794220719
995923,Name86159,43,5.361030752930807
741704,Name27575,57,52.24308418097655
765094,Name14656,41,11.324450653444618
860574,Name83974,61,65.2467311135196
398337,Name79602,47,54.627892378774135
929049,Name16799,64,36.80465707462951
557494,Name77230,46,56.928943509496186
545197,Name38975,34,9.799201428978243
,Name43921,invalid,12.827170407007904
,Name13782,invalid,57.13628438650184
113886,Name56271,34,60.096527788076315
,Name59261,invalid,97.01051513681679
494331,Name56437,64,87.57841851834823
355912,Name41563,33,33.02253096988059
771356,Name94997,76,55.55139355662055
,Name6675,invalid,91.61644581670524
352325,Name55286,41,42.693315885674856
205629,Name96547,86,92.56167733958343
627708,Name43470,82,50.12550871847365
447921,Name20649,88,76.6998576513325
433812,Name46172,50,38.797518717978875
122331,Name37673,65,14.574960300216633
308561,Name79126,19,25.041719098149294
656766,Name13841,56,19.314176593352748
756794,Name820,69,89.13314602579425
388982,Name78520,62,20.141712823731904
980806,Name67360,77,50.764161111244476
,Name7505,invalid,88.91379064894828
505371,Name7090,77,4.285218643933819
,Name29399,invalid,35.74527529635285
831977,Name5835,35,64.02794128116189
,Name47949,invalid,27.682084899249126
303348,Name82731,74,95.27341199637299
725642,Name63894,36,62.071235777777424
,Name97873,invalid,11.388560206043962
877110,Name69090,89,0.014270610619315782
,Name40094,invalid,19.920850346222075
174859,Name86630,83,95.18203190889342
576691,Name73096,73,36.65360153317342
,Name81060,invalid,91.27492457465267
259901,Name91195,83,62.675260111357446
189435,Name56772,80,19.613899437613913
674387,Name15098,45,99.87864577722351
,Name67391,invalid,47.30981440712202
461678,Name56739,85,48.64268092162305
518215,Name81695,20,81.05398956798825
553392,Name75286,47,58.16818679963739
798799,Name65729,49,68.62861431742786
960660,Name94006,70,12.869431953020493
957406,Name81027,87,49.957934561506875
,Name94444,invalid,25.26152833183497
515333,Name67029,19,2.12564396064463
828646,Name27286,39,15.597015406625891
767739,Name6172,89,32.028734269712224
,Name79342,invalid,12.545650532833097
979912,Name10173,52,32.33588400130321
737186,Name46642,74,3.2438049239598143
928818,Name32677,41,48.05634872923139
632357,Name76969,86,29.144933631273418
699286,Name89985,85,50.17590782419033
892454,Name85476,89,79.14139144988029
309970,Name11276,26,79.53017001129464
261814,Name30731,42,11.626725069366161
680174,Name60793,22,15.841415700536565
,Name89677,invalid,37.97860805202154
363868,Name44057,46,50.01064837918906
920006,Name4333,67,48.291932047303085
649127,Name7340,36,63.933746641524124
,Name97130,invalid,37.88530689225039
946207,Name43514,27,24.648008878413297
445121,Name67006,48,16.265331009208207
491766,Name38559,75,82.91061772331955
401613,Name80082,66,85.88802733300405
143590,Name44090,33,19.253943027119647
784721,Name79304,33,86.06337079917917
,Name29640,invalid,44.845258143264545
243695,Name24235,51,77.07193740656727
477729,Name84031,85,13.278205324600922
659647,Name43910,31,94.93646489813719
425453,Name47742,28,19.746967059504993
680438,Name72211,86,48.58576291441329
296301,Name75347,77,37.35479150460881
323141,Name91216,68,33.641205557283236
,Name20175,invalid,51.64162938297541
459753,Name17520,32,71.91129020971604
973137,Name77708,60,59.368953794118596
332872,Name86633,50,36.797786693833686
317494,Name65441,47,86.38131923395707
322087,Name53685,43,44.492463668208856
120159,Name98690,40,84.41035764824842
863150,Name31816,30,38.51449653834119
410946,Name25570,53,49.91684466620426
199375,Name38032,53,57.54323740491045
556776,Name87606,81,21.63443371114917
877811,Name70318,67,25.32435041295814
885553,Name53481,23,75.93463904814993
,Name30117,invalid,99.22547096899264
